,d1,d2,d3,d4,d5,ruangan
741,-79.0,-66.0,-53.0,-46.0,-35.0,305
742,-90,-64.0,-90,-44.0,-40.0,305
743,-68.0,-68.0,-45.0,-90,-45.0,305
744,-68.0,-67.0,-48.0,-67.0,-44.0,305
745,-90,-67.0,-57.0,-58.0,-45.0,305
746,-68.0,-74.0,-58.0,-49.0,-47.0,305
747,-59.0,-67.0,-54.0,-59.0,-38.0,305
748,-56.0,-71.0,-90,-62.0,-43.0,305
749,-61.0,-69.0,-90,-64.0,-42.0,305
750,-70.0,-78.0,-55.0,-55.0,-41.0,305
751,-70.0,-69.0,-47.0,-56.0,-38.0,305
752,-68.0,-67.0,-90,-58.0,-42.0,305
753,-90,-74.0,-90,-55.0,-48.0,305
754,-68.0,-75.0,-90,-50.0,-44.0,305
755,-64.0,-72.0,-90,-46.0,-42.0,305
756,-90,-75.0,-90,-90,-45.0,305
757,-63.0,-68.0,-46.0,-90,-43.0,305
758,-58.0,-74.0,-48.0,-45.0,-33.0,305
759,-68.0,-72.0,-90,-48.0,-36.0,305
760,-90,-71.0,-90,-46.0,-40.0,305
761,-69.0,-71.0,-57.0,-40.0,-38.0,305
762,-69.0,-77.0,-49.0,-47.0,-42.0,305
763,-64.0,-72.0,-53.0,-60.0,-38.0,305
764,-90,-75.0,-57.0,-56.0,-40.0,305
765,-69.0,-78.0,-54.0,-51.0,-44.0,305
766,-69.0,-73.0,-60.0,-53.0,-44.0,305
767,-56.0,-70.0,-56.0,-52.0,-28.0,305
768,-62.0,-69.0,-55.0,-42.0,-38.0,305
769,-63.0,-69.0,-90,-90,-31.0,305
770,-67.0,-70.0,-52.0,-53.0,-39.0,305
771,-62.0,-73.0,-49.0,-59.0,-44.0,305
772,-63.0,-75.0,-51.0,-48.0,-47.0,305
773,-69.0,-75.0,-48.0,-48.0,-38.0,305
774,-65.0,-70.0,-90,-47.0,-87.0,305
775,-63.0,-77.0,-47.0,-54.0,-41.0,305
776,-66.0,-66.0,-53.0,-56.0,-40.0,305
777,-90,-68.0,-54.0,-61.0,-31.0,305
778,-90,-69.0,-47.0,-58.0,-33.0,305
779,-90,-63.0,-90,-90,-33.0,305
780,-65.0,-63.0,-50.0,-49.0,-45.0,305
781,-66.0,-71.0,-57.0,-58.0,-38.0,305
782,-66.0,-72.0,-59.0,-46.0,-45.0,305
783,-65.0,-73.0,-56.0,-59.0,-42.0,305
784,-64.0,-72.0,-47.0,-47.0,-40.0,305
785,-67.0,-72.0,-52.0,-51.0,-39.0,305
786,-63.0,-68.0,-50.0,-57.0,-39.0,305
787,-61.0,-70.0,-54.0,-48.0,-44.0,305
788,-65.0,-68.0,-52.0,-42.0,-42.0,305
789,-67.0,-71.0,-46.0,-45.0,-45.0,305
790,-65.0,-75.0,-51.0,-48.0,-41.0,305
791,-67.0,-70.0,-57.0,-49.0,-38.0,305
792,-66.0,-68.0,-56.0,-43.0,-41.0,305
793,-67.0,-68.0,-58.0,-43.0,-46.0,305
794,-90,-75.0,-90,-55.0,-41.0,305
795,-67.0,-65.0,-90,-46.0,-51.0,305
796,-90,-71.0,-90,-90,-53.0,305
797,-63.0,-70.0,-52.0,-50.0,-40.0,305
798,-61.0,-69.0,-90,-39.0,-39.0,305
799,-90,-69.0,-90,-36.0,-38.0,305
800,-65.0,-72.0,-90,-38.0,-40.0,305
801,-90,-73.0,-90,-90,-41.0,305
802,-67.0,-71.0,-52.0,-57.0,-38.0,305
803,-90,-75.0,-90,-90,-40.0,305
804,-90,-75.0,-90,-90,-36.0,305
805,-67.0,-70.0,-57.0,-53.0,-31.0,305
806,-63.0,-69.0,-55.0,-52.0,-31.0,305
807,-90,-72.0,-44.0,-53.0,-39.0,305
808,-68.0,-70.0,-90,-90,-33.0,305
809,-67.0,-68.0,-90,-46.0,-39.0,305
810,-90,-69.0,-90,-47.0,-45.0,305
811,-61.0,-67.0,-54.0,-46.0,-43.0,305
812,-57.0,-63.0,-63.0,-90,-44.0,305
813,-67.0,-68.0,-55.0,-51.0,-49.0,305
814,-90,-71.0,-58.0,-90,-41.0,305
815,-68.0,-68.0,-90,-58.0,-40.0,305
816,-90,-71.0,-90,-51.0,-38.0,305
817,-65.0,-70.0,-90,-54.0,-49.0,305
818,-90,-70.0,-90,-90,-45.0,305
819,-65.0,-68.0,-90,-55.0,-43.0,305
820,-66.0,-70.0,-90,-52.0,-43.0,305
821,-68.0,-72.0,-52.0,-46.0,-50.0,305
822,-63.0,-69.0,-53.0,-41.0,-39.0,305
823,-73.0,-65.0,-59.0,-47.0,-37.0,305
824,-90,-67.0,-59.0,-46.0,-42.0,305
825,-66.0,-67.0,-58.0,-42.0,-41.0,305
826,-59.0,-73.0,-90,-90,-46.0,305
827,-60.0,-64.0,-90,-50.0,-47.0,305
828,-65.0,-68.0,-59.0,-50.0,-54.0,305
829,-63.0,-65.0,-52.0,-52.0,-41.0,305
830,-68.0,-74.0,-90,-90,-52.0,305
831,-90,-66.0,-90,-90,-41.0,305
832,-63.0,-70.0,-90,-90,-45.0,305
833,-64.0,-70.0,-90,-90,-49.0,305
834,-90,-70.0,-90,-90,-46.0,305
835,-67.0,-64.0,-90,-46.0,-48.0,305
836,-90,-67.0,-90,-90,-42.0,305
837,-90,-65.0,-90,-90,-41.0,305
838,-69.0,-67.0,-90,-90,-52.0,305
839,-65.0,-68.0,-90,-42.0,-45.0,305
840,-72.0,-90,-56.0,-37.0,-45.0,305
841,-90,-66.0,-90,-90,-45.0,305
842,-90,-65.0,-90,-90,-43.0,305
843,-65.0,-70.0,-52.0,-48.0,-48.0,305
844,-63.0,-69.0,-90,-37.0,-42.0,305
845,-90,-69.0,-90,-90,-42.0,305
846,-90,-67.0,-90,-41.0,-40.0,305
847,-90,-73.0,-90,-90,-43.0,305
848,-71.0,-65.0,-90,-90,-50.0,305
849,-90,-66.0,-90,-90,-42.0,305
850,-68.0,-69.0,-90,-90,-46.0,305
851,-90,-74.0,-90,-90,-48.0,305
852,-68.0,-76.0,-90,-49.0,-45.0,305
853,-90,-74.0,-90,-90,-44.0,305
854,-71.0,-74.0,-90,-90,-40.0,305
855,-66.0,-65.0,-90,-90,-52.0,305
856,-63.0,-75.0,-90,-90,-50.0,305
857,-90,-70.0,-90,-90,-49.0,305
858,-90,-82.0,-90,-46.0,-43.0,305
859,-63.0,-76.0,-90,-57.0,-42.0,305
860,-90,-68.0,-90,-44.0,-43.0,305
861,-90,-66.0,-90,-46.0,-42.0,305
862,-90,-70.0,-90,-90,-32.0,305
863,-60.0,-74.0,-52.0,-50.0,-27.0,305
864,-65.0,-70.0,-90,-42.0,-33.0,305
865,-90,-74.0,-90,-48.0,-46.0,305
866,-62.0,-66.0,-90,-90,-41.0,305
867,-62.0,-72.0,-90,-45.0,-52.0,305
868,-90,-68.0,-90,-90,-41.0,305
869,-90,-70.0,-90,-44.0,-40.0,305
870,-63.0,-67.0,-90,-51.0,-45.0,305
871,-65.0,-74.0,-90,-49.0,-42.0,305
872,-90,-69.0,-90,-90,-44.0,305
873,-90,-69.0,-90,-90,-43.0,305
874,-90,-65.0,-90,-36.0,-46.0,305
875,-90,-69.0,-90,-38.0,-43.0,305
876,-90,-66.0,-90,-44.0,-44.0,305
877,-90,-65.0,-90,-54.0,-44.0,305
878,-90,-66.0,-90,-90,-90,305
879,-90,-72.0,-90,-90,-35.0,305
880,-90,-69.0,-90,-90,-39.0,305
881,-60.0,-68.0,-90,-90,-28.0,305
882,-61.0,-65.0,-90,-90,-32.0,305
883,-68.0,-68.0,-90,-90,-33.0,305
884,-90,-65.0,-90,-61.0,-41.0,305
885,-90,-69.0,-90,-55.0,-41.0,305
886,-68.0,-68.0,-90,-90,-39.0,305
887,-62.0,-67.0,-90,-48.0,-40.0,305
888,-65.0,-73.0,-90,-90,-39.0,305
889,-65.0,-76.0,-90,-53.0,-41.0,305
890,-90,-68.0,-90,-90,-41.0,305
891,-67.0,-70.0,-90,-45.0,-27.0,305
892,-90,-68.0,-90,-48.0,-41.0,305
893,-67.0,-75.0,-90,-52.0,-45.0,305
894,-66.0,-74.0,-90,-55.0,-39.0,305
895,-90,-68.0,-90,-90,-41.0,305
896,-67.0,-69.0,-90,-50.0,-40.0,305
897,-90,-74.0,-90,-90,-42.0,305
898,-67.0,-65.0,-90,-55.0,-41.0,305
899,-72.0,-69.0,-90,-90,-33.0,305
900,-90,-63.0,-90,-90,-46.0,305
901,-90,-73.0,-90,-58.0,-47.0,305
902,-90,-69.0,-90,-59.0,-48.0,305
903,-63.0,-65.0,-48.0,-51.0,-41.0,305
904,-63.0,-68.0,-45.0,-51.0,-45.0,305
905,-71.0,-68.0,-90,-51.0,-46.0,305
906,-70.0,-75.0,-55.0,-53.0,-46.0,305
907,-90,-73.0,-48.0,-90,-45.0,305
908,-74.0,-68.0,-58.0,-56.0,-49.0,305
909,-90,-68.0,-58.0,-90,-49.0,305
